iterationName	gameid	time	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	intendedName	clickedName	trialNum	correct	condition	eventType
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521501943688	close	critical	1	2	[wavy_black_square,spotted_blue_star,checked_black_square]	[3,2,2]	[1,1,3]	checked_black_square	checked_black_square	1	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521501989590	close	irrelevant	1	2	[striped_red_triangle,wavy_green_square,wavy_blue_square]	[3,1,2]	[1,2,1]	wavy_blue_square	wavy_blue_square	2	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502006991	close	none	0	2	[wavy_green_circle,checked_black_star,wavy_red_star]	[3,1,1]	[2,3,1]	wavy_red_star	wavy_red_star	3	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502036903	far	irrelevant	2	3	[wavy_black_star,checked_blue_star,striped_green_circle,striped_blue_square]	[3,2,3,1]	[2,1,3,1]	striped_blue_square	striped_blue_square	4	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502053046	close	none	0	3	[checked_green_circle,striped_red_circle,spotted_black_star,spotted_red_star]	[3,3,1,2]	[3,1,3,1]	spotted_red_star	spotted_red_star	5	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502080100	far	irrelevant	1	2	[wavy_green_star,wavy_blue_square,striped_green_circle]	[1,3,2]	[2,3,3]	striped_green_circle	striped_green_circle	6	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502101954	close	critical	1	2	[wavy_blue_triangle,spotted_black_star,spotted_red_star]	[3,1,1]	[2,3,2]	spotted_red_star	spotted_red_star	7	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502115726	far	none	0	3	[wavy_blue_circle,checked_red_square,checked_green_circle,striped_blue_triangle]	[1,1,2,3]	[3,2,1,3]	striped_blue_triangle	striped_blue_triangle	8	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502130102	close	none	0	3	[wavy_blue_star,wavy_black_star,checked_blue_circle,striped_blue_circle]	[3,3,2,1]	[2,1,3,2]	striped_blue_circle	striped_blue_circle	9	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502158116	far	irrelevant	1	2	[checked_red_circle,spotted_blue_star,spotted_red_square]	[3,2,2]	[2,1,3]	spotted_red_square	spotted_red_square	10	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502170713	far	none	0	4	[striped_blue_circle,checked_red_triangle,striped_red_circle,wavy_red_triangle,striped_blue_star]	[3,2,2,3,1]	[2,1,3,1,1]	striped_blue_star	striped_blue_star	11	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502183692	far	none	0	2	[striped_blue_circle,checked_green_triangle,striped_blue_star]	[1,3,3]	[1,3,1]	striped_blue_star	striped_blue_star	12	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502203389	far	irrelevant	1	3	[wavy_blue_star,striped_red_circle,striped_green_square,checked_blue_triangle]	[3,3,3,1]	[2,1,3,2]	checked_blue_triangle	checked_blue_triangle	13	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502221957	close	irrelevant	1	4	[wavy_blue_star,striped_green_circle,spotted_black_square,spotted_red_triangle,striped_green_star]	[1,1,1,3,2]	[2,3,1,3,3]	striped_green_star	striped_green_star	14	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502231871	close	none	0	2	[striped_green_star,wavy_red_square,spotted_red_star]	[1,3,3]	[3,1,3]	spotted_red_star	spotted_red_star	15	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502246681	close	irrelevant	1	2	[spotted_green_circle,spotted_red_triangle,checked_red_triangle]	[3,1,1]	[1,2,3]	checked_red_triangle	checked_red_triangle	16	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502260935	far	irrelevant	1	2	[spotted_red_square,striped_green_triangle,spotted_black_circle]	[3,1,3]	[2,1,3]	spotted_black_circle	spotted_black_circle	17	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502272826	close	none	0	4	[striped_green_circle,wavy_black_triangle,spotted_black_star,spotted_black_square,wavy_green_circle]	[2,2,1,3,3]	[3,1,1,3,1]	wavy_green_circle	wavy_green_circle	18	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502282265	far	none	0	2	[spotted_black_circle,striped_red_circle,striped_green_triangle]	[3,3,1]	[2,3,1]	striped_green_triangle	striped_green_triangle	19	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502296049	close	none	0	4	[spotted_green_square,striped_green_triangle,wavy_red_square,checked_blue_circle,wavy_green_circle]	[2,2,3,1,1]	[1,3,1,2,1]	wavy_green_circle	wavy_green_circle	20	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502307028	far	none	0	4	[striped_green_triangle,wavy_black_square,wavy_red_circle,wavy_blue_circle,wavy_red_star]	[1,1,3,3,1]	[3,2,2,3,1]	wavy_red_star	wavy_red_star	21	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502319273	close	critical	1	3	[striped_green_star,striped_green_circle,spotted_red_circle,spotted_green_star]	[2,3,2,3]	[3,2,1,3]	spotted_green_star	spotted_green_star	22	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502340319	far	none	0	2	[spotted_green_triangle,spotted_black_triangle,wavy_green_star]	[2,3,3]	[1,3,2]	wavy_green_star	wavy_green_star	23	true	within	clickedObj
pilot0	0539-834a52c8-b3a3-4a6d-b9bf-a03fa4560bbe	1521502354599	far	irrelevant	1	3	[wavy_blue_square,wavy_green_star,checked_green_circle,spotted_green_triangle]	[2,1,1,3]	[3,3,2,1]	spotted_green_triangle	spotted_green_triangle	24	true	within	clickedObj
